texto,sentimiento
"Un nuevo fondo cerrado está abierto a cualquiera que tenga una cuenta de corretaje, pero está por ver si traerá prosperidad.",neutral
"“Prevemos que las tasas reales más bajas y los temores sobre el aumento de los niveles de deuda mundial respalden la continua demanda de oro tanto de los bancos centrales como de los inversores”, detalló Czerwonko.",positivo
"Activos negociables: permiten invertir en ETFs desde 1 euro además de tener alternativas cómo planes de inversión en ETFsComisiones: los planes de inversión no tienen comisiones, mientras que para los ETFs se cobrará alrededor de 1 euro por operación.",neutral
La adquisición tiene como objetivo principal la expansión del negocio de 'outsourcing' de procesos y servicios de valor añadido (AVOS) para entidades financieras y aseguradoras en Argentina y Paraguay.,positivo
"Las ventas del grupo se situaron en los 13,6 millones de euros, lo que supone una caída del 15%.",negativo
"28046 Madrid- Teléfono: 917820880- Web: www.inmocolonial.com- Facturación 2024: 391 millones de euros- Nş de empleados: 226BRUGERA, Juan JoséPRESIDENTE NO EJECUTIVOVIŃOLAS, PereCONSEJERO DELEGADOINMOBILIARIA DEL SUR- Sede social: C/ Ángel Gelán, 2.",neutral
Ver más: “Mantengan sus inversiones”: la guía de UBS para navegar los choques geopolíticosEsto debido a una combinación de temores sobre una mayor inflación y preocupación por las consecuencias fiscales de los posibles subsidios energéticos para los consumidores y el aumento del gasto en defensa.,negativo
La empresa generó tan solo 223 millones de dólares en ingresos en 2023.,neutral
"Sigue en directo toda la información de los mercados, Wall Street y el Ibex 35, con las novedades sobre el índice bursátil en EspañaLas claves del díaLa sesión de hoy ha estado cargada de optimismo ante la esperanza de que la guerra en Irán llegue a su fin.",positivo
"La farmacéutica espańola Rovi ha completado la compra de una planta de fabricación de medicamentos inyectables en Phoenix (Arizona, EEUU), junto con una serie de activos y pasivos relacionados con la misma operación, según ha comunicado a la Comisión Nacional del Mercado de Valores (CNMV).",positivo
"28022 Madrid- Teléfono: 948255400 / 913531920- Web: www.cun.es- Facturación 2024: 347 millones de euros- Nş de empleados: 3.816CAMPOS, JosebaDIRECTOR GENERALHM HOSPITALES- Sede social: Pl.",neutral
"Los futuros disponibles incluyen:- Futuros sobre S&P 500 y Nasdaq 100- Futuros sobre oro- Futuros sobre petróleo- Futuros sobre gas natural- Futuros sobre divisas (EUR/USD, USD/JPY, EUR/GBP, USD/GBP)Las comisiones parten desde 2 USD por contrato.",neutral
"Estos han ofrecido grandes rendimientos a largo plazo pero, sus propiedades de cobertura contra la inflación significan que rinden por debajo de lo esperado en periodos prolongados de desinflación.",neutral
"“El atractivo del oro como valor refugio tiende a resurgir cuando la narrativa cambia de la inflación al riesgo de crecimiento”, explicó Yuxuan Tang, de JPMorgan Private Bank.",neutral
"Con una buena parte de los beneficios vigentes y ya iniciado el cobro de la nueva cotización que deben pagar de forma gradual los empleadores, la atención del mundo previsional está puesta en las relevantes modificaciones que se realizarán a la industria de administración de fondos de pensiones.",neutral
"Montos de las Asignaciones Familiares y Universales en abril de 2026En cuanto a las Asignaciones Familiares y Asignaciones Universales (AUH), también se aplicará un incremento del 2,9% a partir de abril, tal como lo establece la actualización vinculada a la inflación.",neutral
"La compañía cuenta con su cofundador, Kristo Käärmann, como su mayor accionista, con una participación del 18,22% del capital, lo que le convierte en el único multimillonario de Estonia.",neutral
"La compañía, que tradicionalmente se ha basado en un modelo de suscripción, afirmó que su programa piloto de publicidad alcanzó los US$100 millones en ingresos anualizados tras solo seis semanas.",positivo
"Euro, oro y bitcoinLos cambios tan severos que registran referencias clave en el último mes como el petróleo y los intereses de la deuda trasladan sus efectos al mercado de divisas.",neutral
"28036 Madrid- Teléfono: 914521200- Web: www.ineco.es- Facturación 2024: 478 millones de euros- Nş de empleados: 6.044VÁZQUEZ TORRÓN, SergioPRESIDENTEJG INGENIEROS- Sede social: C/ Comte d'Urgell, 240, 4.",neutral
"Máximos y mínimos históricos del IBEX 35En la historia del IBEX 35, como en toda evolución que se precie, ha habido momentos álgidos y momentos que muchos inversores querrían olvidar.",neutral
"28046 Madrid- Teléfono: 917691900- Web: www.merlinproperties.com- Propietarios y máximos accionistas: Banco Santander (24,7%), Manuel Lao (8,2%) Y Blackrock (5,2%)- Facturación 2024: 516,7 millones de euros- Nş de empleados: 293CLEMENTE, IsmaelCONSEJERO DELEGADOMETROVACESA- Sede social: C/ Puerto de Somport, 23, Ed.",neutral
"La evolución del euríbor en los próximos tres meses apunta a un escenario de relativa calmaEste ligero ajuste del euríbor entre diciembre de 2025 y enero de 2026 refleja que los mercados continúan descontando un escenario de tipos de interés estables por parte del Banco Central Europeo (BCE), con el precio del dinero situado en torno al 2%.",neutral
"Nuestro enfoque de coinversión asegura que nuestros intereses estén plenamente alineados con los de nuestros socios en todas las fases del proceso"", concluye Jordi Argemí, co-CEO y director financiero de NeinorNeinor Homes ha unido fuerzas con su segundo mayor accionista, Stoneshield Capital, para construir el mayor desarrollo residencial de viviendas de lujo de Marbella de los últimos tiempos: una urbanización de 262 viviendas junto al campo de golf Río Real.",positivo
"En concreto, desde sectores como el de semiconductores —que habían registrado un crecimiento muy elevado y cotizaban a múltiplos exigentes— hacia otros de perfil más defensivo, con menor riesgo y mayor dividendo, como las utilities.",negativo
"- 5,950£- 0,26%For immediate release01 April 2026FINSBURY GROWTH & INCOME TRUST PLC(the ""Company"")MARKET PURCHASE OF COMPANY'S OWN SHARESThe Company announces that it has today purchased 154,737 of its own shares(""Ordinary Shares"") at a price of 731.26 pence per Ordinary Share.",neutral
- Variación: La variación en puntos del precio de la acción.,neutral
"Movento, la división de concesionarios de coches del grupo catalán de movilidad Moventia, ha llegado a un acuerdo con la compańía francesa LG Groupe para la compra de la firma barcelonesa Auto Beltrán, que distribuye las marcas Mercedez-Benz y AMG.",positivo
"Ver más: Precios de la gasolina y protestas en Chile empujan a la baja la popularidad de KastEl Gobierno de Chile incrementó los precios de los combustibles hasta en un 54% la pasada semana, una subida de los costes que se prevé se extienda por toda la economía a lo largo de los próximos meses.",negativo
"El grupo británico se centrará en productos de belleza, bienestar, cuidado personal y del hogarTras la escisión, el grupo británico se centrará en productos de belleza, bienestar, cuidado personal y del hogar, con ingresos previstos de unos 39.000 millones de euros (44.975 millones de dólares) y posiciones líderes en mercados clave.",positivo
"En total, la empresa de Musk aspira a obtener una valoración de entre 1,5 y 1,75 billones de dólares, resalta Bloomberg.",positivo
"BalearesEn Baleares, la demanda de electricidad en marzo aumentó un 1,1 % descontados los efectos de la laboralidad y las temperaturas, mientras que en términos brutos, subió un 2,3 %.",neutral
"28108 Madrid- Teléfono: 916617119- Web: www.informa.es- Facturación 2024: 105 millones de euros- Nş de empleados: 353SAINZ MUŃOZ, Juan MaríaCONSEJERO DELEGADOMALT- Actividad: Otros servicios relacionados con las tecnologías de la información y la informática- Sede social: Carrera de San Jerónimo, 15, 1ş.",neutral
"De acuerdo con este diario, Escribano habría tomado la decisión de renunciar a todos sus cargos en Indra tras una reunión en Moncloa con el director de Asuntos Económicos de Presidencia, Manuel de la Rocha.",neutral
"Algo que Avantage Fund ha hecho en la pandemia, en la guerra de Ucrania o en la crisis del año pasado de los aranceles.",neutral
"""Lo que suele empezar como una crisis inflacionaria puede convertirse rápidamente en una crisis de crecimiento"", afirma Daniel Ivascyn, director de inversiones de Pimco.",negativo
"Este segmento se apoya en la resiliencia del consumo básico, incluso en contextos de ingresos presionados y condiciones crediticias restrictivas.",positivo
"Cuando hay volatilidad, se abre un universo de potenciales, ideas, oportunidades.",positivo
"Este resultado se produce en un contexto de significativa caída de las ventas, que alcanzaron los 161,06 millones de euros, un 43,69% inferiores a las de 286,01 millones de 2024.",negativo
"Si bien es cierto que los ingresos por cotizaciones han crecido un 6,9% en 2025 (hasta los 176.918 millones de euros), las transferencias han aumentado más, un 10,1%, hasta los 52.990 millones.",positivo
"Estas estructuras, de aproximadamente nueve metros de diámetro y 400 toneladas de peso, se sitúan a profundidades de entre 600 y 800 metros para maximizar su rendimiento energético.",neutral
"Las acciones de Enagás suben un 0,53% a media mañana en el IBEX 35 hasta marcar 17,23 euros, situándose no solo en nuevos máximos anuales sino en una cota que no había pisado desde 2022.",positivo
"En declaraciones a la cadena Fox, Trump también ha asegurado este lunes que ""Irán realmente quiere llegar a un acuerdo"" y que esto ""podría suceder en los próximos cinco días"".",neutral
"Y en el último precedente, en la crisis de aranceles de 2025, las ""preocupaciones sobre el crecimiento y la inflación se vieron mitigadas"".",neutral
"El banco de inversión reconoce que estas empresas están más apalancadas que otras y avisa de que los préstamos al sector del software están expuestos a sufrir tasas de recuperación de préstamos impagados más bajas, ya que cuentan con “menos activos tangibles que puedan ser utilizados como garantía”.",negativo
"28046 Madrid- Teléfono: 915145200- Web: www.garrigues.com- Facturación 2024: 419,2 millones de euros- Nş de empleados: 1.813VIVES, FernandoPRESIDENTE EJECUTIVOGÓMEZ-ACEBO & POMBO- Sede social: Pş Castellana, 216.",neutral
"La transacci�n potencial implica una valoraci�n de la cartera inicial de aproximadamente 245 millones de euros, que incluye cerca de 15 millones de euros de capex pendiente, necesarios para completar la conversi�n y estabilizaci�n de los activos.",neutral
Revisa al alza sus proyecciones de inflación y a la baja las de crecimiento.,negativo
"Madrid (EFE).- El fondo estadounidense Blackstone ha colocado el 3,6 % de la compañía española de juego Cirsa a un precio de 12,75 euros por acción, lo que arroja un descuento del 6,4 % respecto a los 13,62 euros a los que cerraron ayer en bolsa los títulos.",neutral
